brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Display | ,Selfie camera | Features,Main Camera | Triple,Main Camera | Quad
motorola,https://www.gsmarena.com/motorola_moto_g_(2022)-11491.php,Motorola Moto G (2022),165.4 x 75.8 x 9.4 mm (6.51 x 2.98 x 0.37 in),204 g (7.20 oz),"Glass front, plastic frame, plastic back",Nano-SIM,Water-repellent design,"IPS LCD, 90Hz","6.5 inches, 102.0 cm 2 (~81.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,"Android 12, planned upgrade to Android 13",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 256GB 6GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.2, (wide), 1.12µm",1080p@30fps,Li-Po 5000 mAh,10W wired,,,HDR,"50 MP, f/1.8, 26mm (wide), 0.64µm, PDAF 2 MP (macro) Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_moto_g52-11457.php,Motorola Moto G52,160.1 x 74.5 x 8 mm (6.30 x 2.93 x 0.31 in),169 g (5.96 oz),,Nano-SIM + Nano-SIM,Water-repellent design,"AMOLED, 90Hz","6.6 inches, 103.6 cm 2 (~86.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",,"Android 12, planned upgrade to Android 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide), 1.0µm",1080p@30fps,Li-Po 5000 mAh,30W wired,,,,"50 MP, f/1.8 (wide), 1/2.76"", 0.64µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",
motorola,https://www.gsmarena.com/motorola_moto_g22-11365.php,Motorola Moto G22,164 x 75 x 8.5 mm (6.46 x 2.95 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",· Nano-SIM · Nano-SIM + Nano-SIM,Water-repellent design,"IPS LCD, 90Hz","6.5 inches, 103.5 cm 2 (~84.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~268 ppi density)",,Android 12,Mediatek MT6765V/CB Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide), 1.0µm",1080p@30fps,Li-Po 5000 mAh,20W wired (India) 15W wired (Global),,,HDR,,"50 MP, f/1.8, (wide), 0.64µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro) Auxiliary lens"
motorola,https://www.gsmarena.com/motorola_edge+_5g_uw_(2022)-11755.php,Motorola Edge+ 5G UW (2022),163.1 x 76 x 8.8 mm (6.42 x 2.99 x 0.35 in),196 g (6.91 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 5), plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,Water-repellent design,"OLED, 1B colors, 144Hz, HDR10+","6.7 inches, 108.4 cm 2 (~87.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 12, upgradable to Android 14",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 10-bit HDR10+, gyro-EIS","60 MP, f/2.2, (wide), 1/2.8"", 0.61µm","4K@30fps, 1080p@30/120fps",Li-Po 4800 mAh,"68W wired, 50% in 15 min, 100% in 35 min 15W wireless 5W reverse wireless",,,HDR,"50 MP, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, AF Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_edge_30_pro-11320.php,Motorola Edge 30 Pro,163.1 x 76 x 8.8 mm (6.42 x 2.99 x 0.35 in),196 g (6.91 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 5), plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,Water-repellent design,"OLED, 1B colors, 144Hz, HDR10+","6.7 inches, 108.4 cm 2 (~87.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 12, upgradable to Android 14",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 10-bit HDR10+, gyro-EIS","60 MP, f/2.2, (wide), 1/2.8"", 0.61µm","4K@30fps, 1080p@30/120fps",Li-Po 4800 mAh,"68W wired, 50% in 15 min, 100% in 35 min 15W wireless 5W reverse wireless",,,HDR,"50 MP, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, AF Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_moto_g_stylus_(2022)-11282.php,Motorola Moto G Stylus (2022),170.2 x 75.9 x 9.5 mm (6.70 x 2.99 x 0.37 in),216 g (7.62 oz),,Nano-SIM,Stylus Water-repellent coating,"IPS LCD, 90Hz","6.8 inches, 109.3 cm 2 (~84.6% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),,Android 11,Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,"LED flash, HDR, panorama",1080p@30/60fps; gyro-EIS,"16 MP, f/2.2, (wide), 1/3.06"", 1.0µm",1080p@30fps,Li-Po 5000 mAh,10W wired,,,HDR,"50 MP, f/1.9, 26mm (wide), 0.64µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0, 1.12µm Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_moto_tab_g70-11315.php,Motorola Moto Tab G70,258.4 x 163 x 7.5 mm (10.17 x 6.42 x 0.30 in),500 g (1.10 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM (cellular model only),Water repellent design,"IPS LCD, 400 nits (typ)","11.0 inches, 344.4 cm 2 (~81.8% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~212 ppi density)",,Android 11,Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,,LED flash,1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,Li-Po 7700 mAh,20W wired,"13 MP, f/2.2, 26mm (wide), AF",,,,
motorola,https://www.gsmarena.com/motorola_edge_x30-11262.php,Motorola Edge X30,163.6 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front, glass back (Gorilla Glass 5)",Nano-SIM + Nano-SIM,Water-repellent design,"OLED, 1B colors, 144Hz, HDR10+, 500 nits (typ), 700 nits (HBM)","6.7 inches, 108.4 cm 2 (~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, MYUI 3.0",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"Dual-LED flash, panorama, HDR","4K@30fps, 1080p@30/60/120/240fps, 720p@960fps, 10-bit HDR10+, gyro-EIS","60 MP, f/2.2, (wide), 1/2.8"", 0.61µm or 60 MP, f/2.2, (wide), 1/2.8"", 0.61µm, under display","4K@30fps, 1080p@30/120fps",Market-dependent versions: · Li-Po 5000 mAh (regular version) · Li-Po 4800 mAh (under screen camera version),"68W wired, 100% in 35 min",,,HDR,"50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, dual pixel PDAF, OIS 50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_edge_s30-11263.php,Motorola Edge S30,168.1 x 75.5 x 8.9 mm (6.62 x 2.97 x 0.35 in),202 g (7.13 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,Water-repellent design,"LCD, 144Hz, HDR10","6.8 inches, 109.8 cm 2 (~86.5% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),,"Android 11, MYUI 2.0",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30ps, 10-bit HDR10+, gyro-EIS","16 MP, f/2.2, (wide), 1.0µm",1080p@30fps,Li-Po 5000 mAh,33W wired,,,HDR,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF 13 MP, f/2.2, 120˚ (ultrawide), 1.12µm Auxiliary lens",
motorola,https://www.gsmarena.com/motorola_moto_g200_5g-11222.php,Motorola Moto G200 5G,168.1 x 75.5 x 8.9 mm (6.62 x 2.97 x 0.35 in),202 g (7.13 oz),"Glass front, plastic frame, plastic back",· Nano-SIM · Nano-SIM + Nano-SIM,Water-repellent design,"LCD, 144Hz, HDR10","6.8 inches, 109.8 cm 2 (~86.5% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),,"Android 11, upgradable to Android 12",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","8K@24fps, 4K@30fps, 1080p@30/60/120/240fps, 1080p@960fps, gyro-EIS","16 MP, f/2.2, (wide), 1.0µm",1080p@30fps,Li-Po 5000 mAh,33W wired,,,,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF 13 MP, f/2.2, 119˚ (ultrawide), 1.12µm, AF Auxiliary lens",
